"name","month","opened","responses","activities"
"dev7","2015-05",0,239,239
"dev7","2014-12",0,160,160
"dev7","2013-10",0,225,225
"dev7","2015-07",0,190,190
"dev7","2015-06",0,461,461
"dev7","2015-02",0,119,119
"dev7","2014-10",0,156,156
"dev7","2015-04",0,166,166
"dev7","2015-01",0,113,113
"dev96","2013-01",0,2,2
"dev96","2008-07",0,15,15
"dev96","2013-02",0,2,2
"dev96","2013-03",0,1,1
"dev96","2013-04",0,1,1
"dev96","2011-06",0,2,2
"dev96","2011-08",0,2,2
"dev96","2011-02",0,9,9
"dev96","2011-09",0,7,7
"dev96","2011-12",0,1,1
"dev96","2012-03",0,3,3
"dev96","2012-05",0,8,8
"dev96","2012-06",0,9,9
"dev96","2012-07",0,1,1
"dev96","2012-11",0,8,8
"dev96","2012-12",0,3,3
"dev41","2015-06",0,9,9
"dev95","2002-02",2,1,3
"dev41","2013-03",0,12,12
"dev41","2013-09",1,12,13
"dev41","2014-02",0,10,10
"dev99","2011-01",0,1,1
"dev41","2012-10",1,18,19
"dev17","2005-07",0,2,2
"dev41","2013-08",0,13,13
"dev41","2014-07",1,21,22
"dev41","2012-12",0,14,14
"dev18","2011-02",0,3,3
"dev17","2007-06",0,19,19
"dev17","2005-06",0,7,7
"dev41","2015-02",1,5,6
"dev18","2003-07",4,0,4
"dev41","2013-06",1,1,2
"dev17","2008-02",0,10,10
"dev41","2014-09",0,7,7
"dev41","2013-02",1,13,14
"dev41","2015-07",0,8,8
"dev41","2014-11",0,14,14
"dev41","2013-05",1,8,9
"dev41","2012-06",0,1,1
"dev41","2013-10",0,14,14
"dev41","2014-06",1,7,8
"dev16","2005-05",0,9,9
"dev16","2005-06",1,3,4
"dev16","2005-07",1,9,10
"dev16","2005-08",0,3,3
"dev16","2005-09",1,2,3
"dev96","2002-07",1,12,13
"dev17","2003-09",0,3,3
"dev17","2003-10",0,6,6
"dev97","2003-10",2,3,5
"dev17","2003-11",4,21,25
"dev97","2003-11",0,2,2
"dev17","2004-01",2,9,11
"dev17","2004-02",0,7,7
"dev17","2004-03",1,14,15
"dev17","2004-04",8,4,12
"dev96","2002-06",2,14,16
"dev96","2004-08",0,3,3
"dev96","2006-03",0,6,6
"dev96","2006-04",0,14,14
"dev96","2006-05",0,6,6
"dev96","2006-10",0,9,9
"dev96","2007-05",0,11,11
"dev41","2012-11",1,10,11
"dev17","2007-10",0,12,12
"dev17","2006-03",1,3,4
"dev96","2002-05",1,1,2
"dev17","2007-03",1,1,2
"dev41","2012-08",1,15,16
"dev96","2002-09",1,6,7
"dev41","2015-05",1,6,7
"dev41","2014-08",0,17,17
"dev18","2011-09",0,29,29
"dev99","2005-09",2,0,2
"dev41","2014-04",0,9,9
"dev17","2005-12",0,12,12
"dev17","2005-11",1,5,6
"dev18","2010-08",0,14,14
"dev17","2008-09",1,9,10
"dev41","2014-05",0,10,10
"dev41","2015-04",0,6,6
"dev95","2001-07",1,1,2
"dev95","2001-11",1,0,1
"dev55","2003-06",0,9,9
"dev17","2004-06",0,5,5
"dev17","2004-07",0,5,5
"dev17","2004-08",0,21,21
"dev17","2004-09",1,11,12
"dev55","2004-12",0,4,4
"dev96","2007-07",0,4,4
"dev41","2013-07",1,16,17
"dev41","2012-09",1,2,3
"dev17","2007-11",0,4,4
"dev41","2015-03",0,2,2
"dev41","2013-11",0,2,2
"dev99","2004-08",3,0,3
"dev17","2006-01",0,1,1
"dev17","2007-09",0,3,3
"dev41","2013-04",1,8,9
"dev17","2009-01",0,4,4
"dev17","2006-02",1,12,13
"dev16","2004-11",1,0,1
"dev41","2014-03",0,9,9
"dev94","2001-03",8,0,8
"dev94","2001-04",13,0,13
"dev94","2001-05",12,0,12
"dev94","2001-06",9,0,9
"dev94","2001-07",13,0,13
"dev94","2001-08",3,0,3
"dev94","2001-09",6,0,6
"dev55","2001-10",13,0,13
"dev92","2001-10",1,0,1
"dev55","2001-11",8,0,8
"dev94","2001-11",3,0,3
"dev55","2001-12",2,0,2
"dev55","2002-01",3,0,3
"dev55","2002-03",1,0,1
"dev17","2005-10",0,2,2
"dev17","2006-07",0,1,1
"dev17","2004-11",0,8,8
"dev17","2004-12",0,6,6
"dev17","2005-01",1,5,6
"dev17","2005-02",1,5,6
"dev17","2005-03",0,8,8
"dev17","2005-04",0,5,5
"dev17","2005-05",0,5,5
"dev18","2011-08",0,5,5
"dev3","2007-06",0,1,1
"dev3","2007-07",0,1,1
"dev3","2007-08",0,1,1
"dev3","2007-09",0,3,3
"dev96","2007-11",0,10,10
"dev96","2008-02",0,10,10
"dev96","2008-03",0,3,3
"dev3","2008-03",0,2,2
"dev3","2008-04",0,1,1
"dev3","2008-06",0,1,1
"dev3","2008-08",0,1,1
"dev3","2008-09",0,1,1
"dev96","2008-09",0,7,7
"dev3","2008-11",0,4,4
"dev96","2008-11",0,9,9
"dev96","2009-01",0,4,4
"dev3","2009-02",0,1,1
"dev3","2009-03",0,5,5
"dev96","2009-03",0,4,4
"dev3","2009-04",0,1,1
"dev3","2009-06",0,6,6
"dev41","2015-01",0,3,3
"dev3","2009-07",0,1,1
"dev3","2009-08",0,1,1
"dev96","2009-08",0,3,3
"dev17","2008-03",0,2,2
"dev3","2009-09",0,1,1
"dev96","2009-11",0,1,1
"dev96","2009-12",0,1,1
"dev96","2010-03",0,3,3
"dev3","2010-04",0,3,3
"dev96","2010-07",0,15,15
"dev96","2010-10",0,6,6
"dev3","2010-10",0,1,1
"dev96","2010-12",0,6,6
"dev3","2011-02",0,1,1
"dev96","2011-03",0,1,1
"dev96","2011-04",0,2,2
"dev96","2011-07",0,5,5
"dev96","2011-10",0,4,4
"dev3","2011-11",0,1,1
"dev3","2012-04",0,1,1
"dev96","2002-08",0,2,2
"dev96","2003-03",0,2,2
"dev96","2003-08",0,17,17
"dev96","2003-09",0,3,3
"dev96","2004-02",1,9,10
"dev96","2004-10",0,2,2
"dev41","2013-01",0,5,5
